dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp1,500,200,1.0,0.25,0,6453165824556549201,oracle,0.0,0.3255102498039183,-0.3255102498039183,0.3255102498039183,0.1059569227274093,ok,False,True,,,-0.7069219701176903,0.658334771356152,1.3652567414738424,False,True,False,False,False,7,0.3333333333333333,1,False,1.3652567414738424,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.04158468008528894,42.880362142021404,0.04158468008528894,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.29456369997933507,0.29456369997933507,,0.29456369997933507,0.29404280008748174,0.00044710002839565277,,7.379986345767975e-05,,,,,,,,,,,,,,,0.29456369997933507,0.29404280008748174,,0.00044710002839565277,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.5,1,8643963500989193120,oracle,0.6000000000000001,1.0,-0.3999999999999999,0.3999999999999999,0.15999999999999992,ok,False,True,,,-0.1457454426118928,0.9652027217619513,1.1109481643738441,False,False,False,False,False,5,0.23809523809523808,1,False,1.1109481643738441,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.023468441911070847,1000000000000.0,0.023468441911070847,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.4484455001074821,0.4484455001074821,,0.4484455001074821,0.44767910009250045,0.0006767997983843088,,8.960021659731865e-05,,,,,,,,,,,,,,,0.4484455001074821,0.44767910009250045,,0.0006767997983843088,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.5,2,4899760615248098653,oracle,1.0,1.0,0.0,0.0,0.0,ok,False,True,,,0.495643528656351,1.5658448023206806,1.0702012736643296,False,True,False,False,False,5,0.23809523809523808,1,False,1.0702012736643296,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.03345169409877384,43.66172715771497,0.03345169409877384,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.40051180007867515,0.40051180007867515,,0.40051180007867515,0.3994566001929343,0.0008664000779390335,,0.0001887998078018427,,,,,,,,,,,,,,,0.40051180007867515,0.3994566001929343,,0.0008664000779390335,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.5,3,1571517026380461209,oracle,0.8,1.0,-0.19999999999999996,0.19999999999999996,0.03999999999999998,ok,False,True,,,0.2883614978602099,1.3022279505656595,1.0138664527054497,False,True,False,False,False,5,0.23809523809523808,1,False,1.0138664527054497,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.10084766105242386,1000000000000.0,0.10084766105242386,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.3934730999171734,0.3934730999171734,,0.3934730999171734,0.39301660005003214,0.0003863000310957432,,7.019983604550362e-05,,,,,,,,,,,,,,,0.3934730999171734,0.39301660005003214,,0.0003863000310957432,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.5,4,4897473808477346029,oracle,1.8000000000000003,1.0,0.8000000000000003,0.8000000000000003,0.6400000000000005,ok,False,True,,,1.1167328897035131,2.3568797772913395,1.2401468875878263,False,False,False,False,False,6,0.2857142857142857,1,False,1.2401468875878263,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.02002964161159649,35.610625254653954,0.02002964161159649,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.3132913999725133,0.3132913999725133,,0.3132913999725133,0.31293100002221763,0.0002933000214397907,,6.7099928855896e-05,,,,,,,,,,,,,,,0.3132913999725133,0.31293100002221763,,0.0002933000214397907,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.5,5,7607152985571271889,oracle,0.6000000000000001,1.0,-0.3999999999999999,0.3999999999999999,0.15999999999999992,ok,False,True,,,0.16426147949683956,1.1074950069727396,0.9432335274759001,False,True,False,False,False,5,0.23809523809523808,1,False,0.9432335274759001,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.047156105868793104,1000000000000.0,0.047156105868793104,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.32253929995931685,0.32253929995931685,,0.32253929995931685,0.32182290009222925,0.0006228999700397253,,9.349989704787731e-05,,,,,,,,,,,,,,,0.32253929995931685,0.32182290009222925,,0.0006228999700397253,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.5,6,1631629675719026745,oracle,0.8,1.0,-0.19999999999999996,0.19999999999999996,0.03999999999999998,ok,False,True,,,0.29788227283806834,1.3850916915782228,1.0872094187401544,False,True,False,False,False,5,0.23809523809523808,1,False,1.0872094187401544,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0001242620701470129,43.59913802799433,0.0001242620701470129,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.39513189997524023,0.39513189997524023,,0.39513189997524023,0.39443390001542866,0.000606900081038475,,9.109987877309322e-05,,,,,,,,,,,,,,,0.39513189997524023,0.39443390001542866,,0.000606900081038475,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.5,7,3931227802436424950,oracle,0.8,1.0,-0.19999999999999996,0.19999999999999996,0.03999999999999998,ok,False,True,,,0.22670663189947352,1.605615537408192,1.3789089055087185,False,True,False,False,False,7,0.3333333333333333,1,False,1.3789089055087185,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.0007711143073622168,1000000000000.0,0.0007711143073622168,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.4398163000587374,0.4398163000587374,,0.4398163000587374,0.43936960003338754,0.0003776000812649727,,6.909994408488274e-05,,,,,,,,,,,,,,,0.4398163000587374,0.43936960003338754,,0.0003776000812649727,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.5,8,4162021224259440588,oracle,1.0,1.0,0.0,0.0,0.0,ok,False,True,,,0.3360395212478538,1.6055894632825434,1.2695499420346896,False,True,False,False,False,7,0.3333333333333333,1,False,1.2695499420346896,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.009639077831226694,40.415299018749415,0.009639077831226694,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.3085125000216067,0.3085125000216067,,0.3085125000216067,0.3081730999983847,0.00027389987371861935,,6.550014950335026e-05,,,,,,,,,,,,,,,0.3085125000216067,0.3081730999983847,,0.00027389987371861935,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.5,9,3242798720835931093,oracle,0.8,1.0,-0.19999999999999996,0.19999999999999996,0.03999999999999998,ok,False,True,,,-0.05898875577601925,1.4614693992594532,1.5204581550354725,False,True,False,False,False,8,0.38095238095238093,1,False,1.5204581550354725,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.02252055864940417,40.10478740247421,0.02252055864940417,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.22649529995396733,0.22649529995396733,,0.22649529995396733,0.22608139994554222,0.000350399874150753,,6.350013427436352e-05,,,,,,,,,,,,,,,0.22649529995396733,0.22608139994554222,,0.000350399874150753,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.75,0,5277550511380477963,oracle,1.4000000000000004,1.6744897501960816,-0.27448975019608124,0.27448975019608124,0.07534462296270708,ok,False,True,,,0.8254793455246611,1.973243185922685,1.147763840398024,False,True,False,False,False,5,0.23809523809523808,1,False,1.147763840398024,-1.0,3.0,21,0.2,False,False,False,0,0.0,5.990120656828686e-06,32.955423683649954,5.990120656828686e-06,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.38336280011571944,0.38336280011571944,,0.38336280011571944,0.3826370001770556,0.0006383000873029232,,8.749985136091709e-05,,,,,,,,,,,,,,,0.38336280011571944,0.3826370001770556,,0.0006383000873029232,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.75,1,607002695820990953,oracle,2.0,1.6744897501960816,0.3255102498039184,0.3255102498039184,0.10595692272740936,ok,False,True,,,1.236743632783768,2.000000000000766,0.7632563672169981,False,True,False,False,False,4,0.19047619047619047,1,False,0.7632563672169981,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.01082561434494072,1000000000000.0,0.01082561434494072,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.3874156998936087,0.3874156998936087,,0.3874156998936087,0.386703799944371,0.0006168999243527651,,9.50000248849392e-05,,,,,,,,,,,,,,,0.3874156998936087,0.386703799944371,,0.0006168999243527651,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,2,5002407690256126603,oracle,1.2000000000000002,1.6744897501960816,-0.4744897501960814,0.4744897501960814,0.22514052304113974,ok,False,True,,,0.4232454614323562,1.845997637985741,1.4227521765533848,False,True,False,False,False,7,0.3333333333333333,1,False,1.4227521765533848,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.015223127620797925,1000000000000.0,0.015223127620797925,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.4693549000658095,0.4693549000658095,,0.4693549000658095,0.468899899860844,0.0003806999884545803,,7.430021651089191e-05,,,,,,,,,,,,,,,0.4693549000658095,0.468899899860844,,0.0003806999884545803,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,3,2872172023080368267,oracle,2.0,1.6744897501960816,0.3255102498039184,0.3255102498039184,0.10595692272740936,ok,False,True,,,1.2229203281149834,2.7591476542260307,1.5362273261110473,False,True,False,False,False,7,0.3333333333333333,1,False,1.5362273261110473,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.10681809941497318,1000000000000.0,0.10681809941497318,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.44458990008570254,0.44458990008570254,,0.44458990008570254,0.44392580003477633,0.0005708998069167137,,9.320024400949478e-05,,,,,,,,,,,,,,,0.44458990008570254,0.44392580003477633,,0.0005708998069167137,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,4,2502002821502336532,oracle,1.6,1.6744897501960816,-0.0744897501960815,0.0744897501960815,0.005548722884274625,ok,False,True,,,0.9433798162104765,2.0605141739441986,1.117134357733722,False,True,False,False,False,6,0.2857142857142857,1,False,1.117134357733722,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.06275909937974453,1000000000000.0,0.06275909937974453,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.5759202998597175,0.5759202998597175,,0.5759202998597175,0.5746533998753875,0.0011350000277161598,,0.00013189995661377907,,,,,,,,,,,,,,,0.5759202998597175,0.5746533998753875,,0.0011350000277161598,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,5,4106728257104235906,oracle,2.0,1.6744897501960816,0.3255102498039184,0.3255102498039184,0.10595692272740936,ok,False,True,,,1.3095783856661367,2.417070955966511,1.1074925703003744,False,True,False,False,False,6,0.2857142857142857,1,False,1.1074925703003744,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.11667206191448287,31.668300427996694,0.11667206191448287,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.4785271000582725,0.4785271000582725,,0.4785271000582725,0.47766069998033345,0.0007295999675989151,,0.0001368001103401184,,,,,,,,,,,,,,,0.4785271000582725,0.47766069998033345,,0.0007295999675989151,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.75,6,8105654895408719476,oracle,1.4000000000000004,1.6744897501960816,-0.27448975019608124,0.27448975019608124,0.07534462296270708,ok,False,True,,,0.6264017144317299,2.000000000000428,1.3735982855686983,False,True,False,False,False,7,0.3333333333333333,1,False,1.3735982855686983,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.01985478368912058,1000000000000.0,0.01985478368912058,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.7136395000852644,0.7136395000852644,,0.7136395000852644,0.7128142998553813,0.0006943000480532646,,0.00013090018182992935,,,,,,,,,,,,,,,0.7136395000852644,0.7128142998553813,,0.0006943000480532646,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,7,808954334124817086,oracle,1.6,1.6744897501960816,-0.0744897501960815,0.0744897501960815,0.005548722884274625,ok,False,True,,,0.7990211829946733,2.248703770301032,1.4496825873063588,False,True,False,False,False,8,0.38095238095238093,1,False,1.4496825873063588,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.007923055098200167,1000000000000.0,0.007923055098200167,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.5835822001099586,0.5835822001099586,,0.5835822001099586,0.5827124000061303,0.0007319999858736992,,0.00013780011795461178,,,,,,,,,,,,,,,0.5835822001099586,0.5827124000061303,,0.0007319999858736992,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=1/21
dgp1,500,200,1.0,0.75,8,386450374930863048,oracle,1.4000000000000004,1.6744897501960816,-0.27448975019608124,0.27448975019608124,0.07534462296270708,ok,False,True,,,0.508268431068713,1.982594008387079,1.4743255773183659,False,True,False,False,False,7,0.3333333333333333,1,False,1.4743255773183659,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.012172161402408701,19.178376444882993,0.012172161402408701,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.5375065000262111,0.5375065000262111,,0.5375065000262111,0.5359864002093673,0.0013422002084553242,,0.00017789960838854313,,,,,,,,,,,,,,,0.5375065000262111,0.5359864002093673,,0.0013422002084553242,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
