dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,dml_quantile_penalty,dml_ridge_alpha,dml_quantile_solver,dml_qr_fit_count,dml_runtime_mean_alpha_sec,dml_runtime_max_alpha_sec,dml_qr_nonzero_mean,dml_z_resid_var_mean,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_selection_lasso_multiplier,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_alpha_y_cv,ps_lasso_alpha_d_cv,ps_lasso_alpha_y_final,ps_lasso_alpha_d_final,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp2,500,500,0.1,0.25,0,5443369904443752480,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0008481729095496977,3.3048597785965628,0.0008481729095496977,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,29.180912899959367,29.180912899959367,,29.180912899959367,29.13176709995605,0.0009617000469006598,,0.0008100999402813613,29.180912899959367,0.04737400001613423,,,29.13176709995605,,0.0009617000469006598,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.3872216761893859,1.4857621000264771,4.174603174603175,3.15054309474311,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,1,3780327144607353354,dml_ivqr,2.8000000000000003,1.6744897501960816,1.1255102498039187,1.1255102498039187,1.2667733224136795,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.20683644634676077,1.0791795301226694,0.20683644634676077,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,29.519165300007444,29.519165300007444,,29.519165300007444,29.474841299990658,0.00057640002341941,,0.0006540999747812748,29.519165300007444,0.04309350001858547,,,29.474841299990658,,0.00057640002341941,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.4035591095369975,1.5524579000193626,3.015873015873016,2.856704607108636,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,2,1974811132163021402,dml_ivqr,1.0,1.6744897501960816,-0.6744897501960816,0.6744897501960816,0.45493642311957255,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.14873668406588808,2.7737972143821934,0.14873668406588808,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,29.53820770001039,29.53820770001039,,29.53820770001039,29.492396000016015,0.0006208000122569501,,0.0005778999766334891,29.53820770001039,0.04461300000548363,,,29.492396000016015,,0.0006208000122569501,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.4043955571306426,1.5475592999719083,3.8095238095238093,3.0543255246735597,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,3,1497661434689480438,dml_ivqr,-0.6,1.6744897501960816,-2.2744897501960817,2.2744897501960817,5.173303623747034,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.018325616657440237,2.0345562758034386,0.018325616657440237,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,30.083408700011205,30.083408700011205,,30.083408700011205,30.0438390999916,0.00047470000572502613,,0.000674000009894371,30.083408700011205,0.03842090000398457,,,30.0438390999916,,0.00047470000572502613,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.430654252391486,1.5469762000138871,4.031746031746032,3.3678254866519204,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,4,2333980470433521169,dml_ivqr,1.0,1.6744897501960816,-0.6744897501960816,0.6744897501960816,0.45493642311957255,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.12097839807937827,2.088897236093506,0.12097839807937827,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,29.506807499972638,29.506807499972638,,29.506807499972638,29.467630300030578,0.0008015000494197011,,0.0006261999369598925,29.506807499972638,0.03774949995568022,,,29.467630300030578,,0.0008015000494197011,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.4032158047553995,1.6027212999761105,4.349206349206349,2.9968610345865425,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.25,0,1853768253860638706,dml_ivqr,0.0,0.3255102498039183,-0.3255102498039183,0.3255102498039183,0.1059569227274093,ok,False,True,,,-1.0,1.4290729488472311,2.3227957506582855,False,True,True,False,True,12,0.5714285714285714,2,True,2.429072948847231,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.3039200689102503,15.004876205975396,0.3039200689102503,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,30.00385949999327,30.00385949999327,,30.00385949999327,29.966512300015893,0.0005258999881334603,,0.0005754000158049166,30.00385949999327,0.03624589997343719,,,29.966512300015893,,0.0005258999881334603,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.4269720571381705,1.5622901999740861,3.8412698412698414,2.40160666027759,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.25,1,2379112427032197730,dml_ivqr,-0.6,0.3255102498039183,-0.9255102498039183,0.9255102498039183,0.8565692224921112,ok,False,True,,,-1.0,1.4360033660905316,2.4360033660905316,False,True,True,False,True,13,0.6190476190476191,1,False,2.4360033660905316,-1.0,3.0,21,0.2,False,False,False,0,0.0,3.604782335491751e-05,7.619732196906183,3.604782335491751e-05,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,30.158704700006638,30.158704700006638,,30.158704700006638,30.122407099988777,0.0004194999928586185,,0.0006638000486418605,30.158704700006638,0.03521429997636005,,,30.122407099988777,,0.0004194999928586185,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.4343960952329715,1.5876533000264317,3.8412698412698414,3.648721670715362,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.25,2,2992881603407452434,dml_ivqr,-0.3999999999999999,0.3255102498039183,-0.7255102498039182,0.7255102498039182,0.5263651225705438,ok,False,True,,,-1.0,2.950917345360264,3.950917345360264,False,True,True,False,True,20,0.9523809523809523,1,False,3.950917345360264,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0015770186812476845,4.077128559383962,0.0015770186812476845,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,30.140480700007174,30.140480700007174,,30.140480700007174,30.103629700024612,0.00045789999421685934,,0.0005945999873802066,30.140480700007174,0.03579850000096485,,,30.103629700024612,,0.00045789999421685934,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.433501142842163,1.5367179999593645,3.0317460317460316,2.9242552772559165,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.25,3,6985816591604598467,dml_ivqr,-0.3999999999999999,0.3255102498039183,-0.7255102498039182,0.7255102498039182,0.5263651225705438,ok,False,True,,,-1.0,1.8378008674247879,2.637848614840669,False,True,True,False,True,14,0.6666666666666666,2,True,2.8378008674247877,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.011423708987698619,15.094457414010968,0.011423708987698619,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,18.28592519997619,18.28592519997619,,18.28592519997619,18.249688800016884,0.0004504999960772693,,0.0004634999786503613,18.28592519997619,0.03532239998457953,,,18.249688800016884,,0.0004504999960772693,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,0.8690298333309502,1.1006215999950655,3.888888888888889,2.5775067430632967,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.25,4,217414884875809725,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-1.0,2.474945435094176,3.474945435094176,False,True,True,False,True,18,0.8571428571428571,1,False,3.474945435094176,-1.0,3.0,21,0.2,False,False,False,0,0.0,4.526959869434211e-05,8.586730031648989,4.526959869434211e-05,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,18.34284930001013,18.34284930001013,,18.34284930001013,18.310841700003948,0.0003033000393770635,,0.0003711999743245542,18.34284930001013,0.03133309999248013,,,18.310841700003948,,0.0003033000393770635,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,0.8719419999979436,1.1002547000534832,4.698412698412699,3.3915769429155005,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.5,0,3415204953838178782,dml_ivqr,2.0,1.0,1.0,1.0,1.0,ok,False,True,,,0.9806236663460792,3.0,2.0193763336539208,False,True,False,True,True,11,0.5238095238095238,1,False,2.0193763336539208,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0008260930679482411,18.707402518097894,0.0008260930679482411,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,32.21911140001612,32.21911140001612,,32.21911140001612,32.16921809996711,0.000513100007083267,,0.0011409000726416707,32.21911140001612,0.048239299969282,,,32.16921809996711,,0.000513100007083267,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.5318623714265414,1.712625400046818,6.253968253968254,2.9792467584334634,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.5,1,8484671938930904904,dml_ivqr,0.6000000000000001,1.0,-0.3999999999999999,0.3999999999999999,0.15999999999999992,ok,False,True,,,-0.27018005563627767,1.8969237924255649,2.1671038480618425,False,True,False,False,False,11,0.5238095238095238,1,False,2.1671038480618425,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.28437370138594675,10.723218760356007,0.28437370138594675,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,32.262591500009876,32.262591500009876,,32.262591500009876,32.216636100027245,0.0008369999704882503,,0.0008322999929077923,32.262591500009876,0.044286100019235164,,,32.216636100027245,,0.0008369999704882503,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.5341208095224352,1.647307000006549,7.0,2.8789974344729496,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.5,2,8430169622492842461,dml_ivqr,2.4000000000000004,1.0,1.4000000000000004,1.4000000000000004,1.960000000000001,ok,False,True,,,-0.16899929836143726,3.0,3.1689992983614372,False,True,False,True,True,16,0.7619047619047619,1,False,3.1689992983614372,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.009170700009121641,5.75904559840104,0.009170700009121641,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,32.80796619999455,32.80796619999455,,32.80796619999455,32.75991180003621,0.00037809996865689754,,0.0008542999858036637,32.80796619999455,0.04682200000388548,,,32.75991180003621,,0.00037809996865689754,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.5599913190540282,1.7442699000239372,7.809523809523809,4.121038894924202,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.5,3,3030906835176651585,dml_ivqr,1.2000000000000002,1.0,0.20000000000000018,0.20000000000000018,0.04000000000000007,ok,False,True,,,-1.0,2.8562277893713985,3.8562277893713985,False,True,True,False,True,20,0.9523809523809523,1,False,3.8562277893713985,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0005592046406290484,5.522840376776079,0.0005592046406290484,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,31.997526599967387,31.997526599967387,,31.997526599967387,31.948123799986206,0.0004972000024281442,,0.0008914999780245125,31.997526599967387,0.04801410000072792,,,31.948123799986206,,0.0004972000024281442,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.5213311428586687,1.6820112999994308,6.476190476190476,3.0454053293241934,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,1.0,0.5,4,8011334809893544398,dml_ivqr,0.6000000000000001,1.0,-0.3999999999999999,0.3999999999999999,0.15999999999999992,ok,False,True,,,-1.0,2.4343364189487646,3.4343364189487646,False,True,True,False,True,18,0.8571428571428571,1,False,3.4343364189487646,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0749434041330344,7.340825979206208,0.0749434041330344,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,31.905178099987097,31.905178099987097,,31.905178099987097,31.857585399993695,0.0005593000096268952,,0.0007449000258930027,31.905178099987097,0.04628849995788187,,,31.857585399993695,,0.0005593000096268952,,,,,,,,,,,,,,,,0.1,1.0,highs-ipm,63,1.517022899997842,1.6657781000249088,5.634920634920635,2.7156729745298307,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
